imgCareer,AI,imgGender,imgNo,sitting,talking,smiling,attire,clothingColour,poc,group,bgColour,loc,working,newFilePath
Human resource workers,Recraft,W,3,0,0,1,0,0,1,0,0,0,1,Human resource workers/Recraft/Woman Prompt/Human resource workers_Recraft_Gender_W_imgNo_3.jpg
Human resource workers,Recraft,W,4,0,0,1,0,0,0,0,0,0,0,Human resource workers/Recraft/Woman Prompt/Human resource workers_Recraft_Gender_W_imgNo_4.jpg
Janitors and building cleaners,ImageFX,M,1,1,0,0,1,0,0,0,1,0,1,Janitors and building cleaners/ImageFX/Man Prompt/Janitors and building cleaners_ImageFX_Gender_M_imgNo_1.jpg
Janitors and building cleaners,ImageFX,M,2,1,0,1,1,1,1,0,1,0,1,Janitors and building cleaners/ImageFX/Man Prompt/Janitors and building cleaners_ImageFX_Gender_M_imgNo_2.jpg
Janitors and building cleaners,ImageFX,M,3,1,0,0,0,0,0,0,1,0,1,Janitors and building cleaners/ImageFX/Man Prompt/Janitors and building cleaners_ImageFX_Gender_M_imgNo_3.jpg
Janitors and building cleaners,ImageFX,M,4,1,0,0,1,0,1,0,1,0,1,Janitors and building cleaners/ImageFX/Man Prompt/Janitors and building cleaners_ImageFX_Gender_M_imgNo_4.jpg
Janitors and building cleaners,ImageFX,W,1,1,0,0,1,0,1,0,1,0,1,Janitors and building cleaners/ImageFX/Woman Prompt/Janitors and building cleaners_ImageFX_Gender_W_imgNo_1.jpg
Janitors and building cleaners,ImageFX,W,2,1,0,0,0,1,0,0,1,0,1,Janitors and building cleaners/ImageFX/Woman Prompt/Janitors and building cleaners_ImageFX_Gender_W_imgNo_2.jpg
Janitors and building cleaners,ImageFX,W,3,1,0,0,1,0,0,0,1,0,1,Janitors and building cleaners/ImageFX/Woman Prompt/Janitors and building cleaners_ImageFX_Gender_W_imgNo_3.jpg
Janitors and building cleaners,ImageFX,W,4,1,0,1,1,1,0,0,1,0,1,Janitors and building cleaners/ImageFX/Woman Prompt/Janitors and building cleaners_ImageFX_Gender_W_imgNo_4.jpg
Janitors and building cleaners,Leonardo,M,1,1,0,1,1,0,0,0,1,1,1,Janitors and building cleaners/Leonardo/Man Prompt/Janitors and building cleaners_Leonardo_Gender_M_imgNo_1.jpg
Janitors and building cleaners,Leonardo,M,2,1,0,1,1,0,0,0,1,1,1,Janitors and building cleaners/Leonardo/Man Prompt/Janitors and building cleaners_Leonardo_Gender_M_imgNo_2.jpg
Janitors and building cleaners,Leonardo,M,3,1,0,1,1,0,0,0,1,1,1,Janitors and building cleaners/Leonardo/Man Prompt/Janitors and building cleaners_Leonardo_Gender_M_imgNo_3.jpg
Janitors and building cleaners,Leonardo,M,4,1,0,1,1,0,0,0,1,1,1,Janitors and building cleaners/Leonardo/Man Prompt/Janitors and building cleaners_Leonardo_Gender_M_imgNo_4.jpg
Janitors and building cleaners,Leonardo,W,1,1,0,1,0,0,0,0,1,0,1,Janitors and building cleaners/Leonardo/Woman Prompt/Janitors and building cleaners_Leonardo_Gender_W_imgNo_1.jpg
Janitors and building cleaners,Leonardo,W,2,1,0,1,0,0,0,0,1,0,1,Janitors and building cleaners/Leonardo/Woman Prompt/Janitors and building cleaners_Leonardo_Gender_W_imgNo_2.jpg
Janitors and building cleaners,Leonardo,W,3,1,0,1,0,0,0,1,1,0,1,Janitors and building cleaners/Leonardo/Woman Prompt/Janitors and building cleaners_Leonardo_Gender_W_imgNo_3.jpg
Janitors and building cleaners,Leonardo,W,4,1,0,1,0,0,0,0,1,0,1,Janitors and building cleaners/Leonardo/Woman Prompt/Janitors and building cleaners_Leonardo_Gender_W_imgNo_4.jpg
Janitors and building cleaners,Luma,M,1,1,0,0,0,99,0,0,99,0,1,Janitors and building cleaners/Luma/Man Prompt/Janitors and building cleaners_Luma_Gender_M_imgNo_1.jpeg
Janitors and building cleaners,Luma,M,2,1,0,1,1,1,0,1,1,0,1,Janitors and building cleaners/Luma/Man Prompt/Janitors and building cleaners_Luma_Gender_M_imgNo_2.jpeg
Janitors and building cleaners,Luma,M,3,1,0,0,0,0,0,0,0,0,1,Janitors and building cleaners/Luma/Man Prompt/Janitors and building cleaners_Luma_Gender_M_imgNo_3.jpeg
Janitors and building cleaners,Luma,M,4,1,0,99,1,0,0,0,1,0,1,Janitors and building cleaners/Luma/Man Prompt/Janitors and building cleaners_Luma_Gender_M_imgNo_4.jpeg
Janitors and building cleaners,Luma,W,1,1,0,0,1,99,0,0,99,0,1,Janitors and building cleaners/Luma/Woman Prompt/Janitors and building cleaners_Luma_Gender_W_imgNo_1.jpeg
Janitors and building cleaners,Luma,W,2,1,0,1,1,1,0,1,1,0,1,Janitors and building cleaners/Luma/Woman Prompt/Janitors and building cleaners_Luma_Gender_W_imgNo_2.jpeg
Janitors and building cleaners,Luma,W,3,1,0,0,1,0,0,0,0,0,0,Janitors and building cleaners/Luma/Woman Prompt/Janitors and building cleaners_Luma_Gender_W_imgNo_3.jpeg
Janitors and building cleaners,Luma,W,4,0,0,1,1,1,0,0,0,0,0,Janitors and building cleaners/Luma/Woman Prompt/Janitors and building cleaners_Luma_Gender_W_imgNo_4.jpeg
Janitors and building cleaners,Meta,M,1,1,0,1,1,0,1,0,1,0,0,Janitors and building cleaners/MetaAI/Man Prompt/Janitors and building cleaners_MetaAI_Gender_M_imgNo_1.jpeg
Janitors and building cleaners,Meta,M,2,1,0,1,1,0,0,0,1,0,1,Janitors and building cleaners/MetaAI/Man Prompt/Janitors and building cleaners_MetaAI_Gender_M_imgNo_2.jpeg
Janitors and building cleaners,Meta,M,3,1,0,0,1,0,1,0,1,0,1,Janitors and building cleaners/MetaAI/Man Prompt/Janitors and building cleaners_MetaAI_Gender_M_imgNo_3.jpeg
Janitors and building cleaners,Meta,M,4,1,0,0,1,0,1,1,1,0,1,Janitors and building cleaners/MetaAI/Man Prompt/Janitors and building cleaners_MetaAI_Gender_M_imgNo_4.jpeg
Janitors and building cleaners,Meta,W,1,1,99,99,1,1,99,1,1,0,1,Janitors and building cleaners/MetaAI/Woman Prompt/Janitors and building cleaners_MetaAI_Gender_W_imgNo_1.jpeg
Janitors and building cleaners,Meta,W,2,1,0,1,0,0,0,0,1,0,1,Janitors and building cleaners/MetaAI/Woman Prompt/Janitors and building cleaners_MetaAI_Gender_W_imgNo_2.jpeg
Janitors and building cleaners,Meta,W,3,1,0,1,1,0,0,0,1,0,1,Janitors and building cleaners/MetaAI/Woman Prompt/Janitors and building cleaners_MetaAI_Gender_W_imgNo_3.jpeg
Janitors and building cleaners,Meta,W,4,1,0,0,1,0,1,0,1,0,1,Janitors and building cleaners/MetaAI/Woman Prompt/Janitors and building cleaners_MetaAI_Gender_W_imgNo_4.jpeg
Janitors and building cleaners,Recraft,M,1,1,0,1,1,0,0,0,1,0,1,Janitors and building cleaners/Recraft/Man Prompt/Janitors and building cleaners_Recraft_Gender_M_imgNo_1.jpg
Janitors and building cleaners,Recraft,M,2,1,0,1,1,0,1,1,1,0,1,Janitors and building cleaners/Recraft/Man Prompt/Janitors and building cleaners_Recraft_Gender_M_imgNo_2.jpg
Janitors and building cleaners,Recraft,M,3,1,0,1,1,0,1,0,1,0,1,Janitors and building cleaners/Recraft/Man Prompt/Janitors and building cleaners_Recraft_Gender_M_imgNo_3.jpg
Janitors and building cleaners,Recraft,M,4,1,0,1,1,0,1,0,1,0,1,Janitors and building cleaners/Recraft/Man Prompt/Janitors and building cleaners_Recraft_Gender_M_imgNo_4.jpg
Janitors and building cleaners,Recraft,W,1,1,0,0,1,0,1,0,1,0,1,Janitors and building cleaners/Recraft/Woman Prompt/Janitors and building cleaners_Recraft_Gender_W_imgNo_1.jpg
Janitors and building cleaners,Recraft,W,2,1,99,99,1,0,99,0,1,0,1,Janitors and building cleaners/Recraft/Woman Prompt/Janitors and building cleaners_Recraft_Gender_W_imgNo_2.jpg
Janitors and building cleaners,Recraft,W,3,1,0,1,1,0,1,0,1,0,1,Janitors and building cleaners/Recraft/Woman Prompt/Janitors and building cleaners_Recraft_Gender_W_imgNo_3.jpg
Janitors and building cleaners,Recraft,W,4,1,0,0,1,1,0,0,1,0,1,Janitors and building cleaners/Recraft/Woman Prompt/Janitors and building cleaners_Recraft_Gender_W_imgNo_4.jpg
Logisticians,ImageFX,M,1,1,0,1,1,0,1,0,1,0,0,Logisticians/ImageFX/Man Prompt/Logisticians_ImageFX_Gender_M_imgNo_1.jpg
Logisticians,ImageFX,M,2,1,0,0,1,0,0,0,1,0,0,Logisticians/ImageFX/Man Prompt/Logisticians_ImageFX_Gender_M_imgNo_2.jpg
Logisticians,ImageFX,M,3,1,0,0,1,0,0,1,0,0,1,Logisticians/ImageFX/Man Prompt/Logisticians_ImageFX_Gender_M_imgNo_3.jpg
Logisticians,ImageFX,M,4,1,0,0,1,0,0,1,1,0,0,Logisticians/ImageFX/Man Prompt/Logisticians_ImageFX_Gender_M_imgNo_4.jpg
Logisticians,ImageFX,W,1,0,0,1,0,1,0,0,1,0,1,Logisticians/ImageFX/Woman Prompt/Logisticians_ImageFX_Gender_W_imgNo_1.jpg
Logisticians,ImageFX,W,2,1,0,1,1,1,1,1,1,0,1,Logisticians/ImageFX/Woman Prompt/Logisticians_ImageFX_Gender_W_imgNo_2.jpg
Logisticians,ImageFX,W,3,1,0,0,0,0,0,0,0,0,1,Logisticians/ImageFX/Woman Prompt/Logisticians_ImageFX_Gender_W_imgNo_3.jpg
Logisticians,ImageFX,W,4,1,0,0,1,1,1,0,1,0,0,Logisticians/ImageFX/Woman Prompt/Logisticians_ImageFX_Gender_W_imgNo_4.jpg
Logisticians,Leonardo,M,1,1,0,0,0,0,0,0,0,0,1,Logisticians/Leonardo/Man Prompt/Logisticians_Leonardo_Gender_M_imgNo_1.jpg
Logisticians,Leonardo,M,2,1,0,0,0,0,0,0,0,0,1,Logisticians/Leonardo/Man Prompt/Logisticians_Leonardo_Gender_M_imgNo_2.jpg
Logisticians,Leonardo,M,3,1,0,0,0,0,0,0,1,0,1,Logisticians/Leonardo/Man Prompt/Logisticians_Leonardo_Gender_M_imgNo_3.jpg
Logisticians,Leonardo,M,4,1,1,0,0,0,0,0,0,0,1,Logisticians/Leonardo/Man Prompt/Logisticians_Leonardo_Gender_M_imgNo_4.jpg
Logisticians,Leonardo,W,1,1,0,1,1,0,0,0,1,0,0,Logisticians/Leonardo/Woman Prompt/Logisticians_Leonardo_Gender_W_imgNo_1.jpg
Logisticians,Leonardo,W,2,1,0,1,1,0,0,0,1,0,0,Logisticians/Leonardo/Woman Prompt/Logisticians_Leonardo_Gender_W_imgNo_2.jpg
Logisticians,Leonardo,W,3,1,0,1,1,0,0,0,1,0,0,Logisticians/Leonardo/Woman Prompt/Logisticians_Leonardo_Gender_W_imgNo_3.jpg
Logisticians,Leonardo,W,4,1,0,1,1,0,0,0,0,0,0,Logisticians/Leonardo/Woman Prompt/Logisticians_Leonardo_Gender_W_imgNo_4.jpg
Logisticians,Luma,M,1,1,0,1,1,0,0,0,1,0,1,Logisticians/Luma/Man Prompt/Logisticians_Luma_Gender_M_imgNo_1.jpeg
Logisticians,Luma,M,2,0,0,0,1,0,0,1,1,0,1,Logisticians/Luma/Man Prompt/Logisticians_Luma_Gender_M_imgNo_2.jpeg
Logisticians,Luma,M,3,1,0,0,1,0,0,0,1,0,1,Logisticians/Luma/Man Prompt/Logisticians_Luma_Gender_M_imgNo_3.jpeg
Logisticians,Luma,M,4,1,1,0,1,0,0,1,1,0,1,Logisticians/Luma/Man Prompt/Logisticians_Luma_Gender_M_imgNo_4.jpeg
Logisticians,Luma,W,1,1,0,0,1,99,0,0,99,0,1,Logisticians/Luma/Woman Prompt/Logisticians_Luma_Gender_W_imgNo_1.jpeg
Logisticians,Luma,W,2,0,0,0,1,0,0,0,0,0,1,Logisticians/Luma/Woman Prompt/Logisticians_Luma_Gender_W_imgNo_2.jpeg
Logisticians,Luma,W,3,1,1,1,1,0,0,1,1,0,1,Logisticians/Luma/Woman Prompt/Logisticians_Luma_Gender_W_imgNo_3.jpeg
Logisticians,Luma,W,4,1,1,0,1,0,0,1,0,0,1,Logisticians/Luma/Woman Prompt/Logisticians_Luma_Gender_W_imgNo_4.jpeg
Logisticians,Meta,M,1,1,0,0,1,0,0,0,1,0,1,Logisticians/MetaAI/Man Prompt/Logisticians_MetaAI_Gender_M_imgNo_1.jpeg
Logisticians,Meta,M,2,1,0,1,1,0,1,0,0,0,0,Logisticians/MetaAI/Man Prompt/Logisticians_MetaAI_Gender_M_imgNo_2.jpeg
Logisticians,Meta,M,3,1,0,1,1,0,0,0,0,0,0,Logisticians/MetaAI/Man Prompt/Logisticians_MetaAI_Gender_M_imgNo_3.jpeg
Logisticians,Meta,M,4,0,0,0,1,0,0,0,0,0,1,Logisticians/MetaAI/Man Prompt/Logisticians_MetaAI_Gender_M_imgNo_4.jpeg
Logisticians,Meta,W,1,0,0,0,1,0,1,1,0,0,1,Logisticians/MetaAI/Woman Prompt/Logisticians_MetaAI_Gender_W_imgNo_1.jpeg
Logisticians,Meta,W,2,0,0,0,1,0,1,0,0,0,0,Logisticians/MetaAI/Woman Prompt/Logisticians_MetaAI_Gender_W_imgNo_2.jpeg
Logisticians,Meta,W,3,1,0,0,1,0,0,0,0,0,0,Logisticians/MetaAI/Woman Prompt/Logisticians_MetaAI_Gender_W_imgNo_3.jpeg
Logisticians,Meta,W,4,1,0,1,1,0,1,0,1,0,0,Logisticians/MetaAI/Woman Prompt/Logisticians_MetaAI_Gender_W_imgNo_4.jpeg
Logisticians,Recraft,M,1,0,0,0,1,0,0,0,1,0,1,Logisticians/Recraft/Man Prompt/Logisticians_Recraft_Gender_M_imgNo_1.jpg
Logisticians,Recraft,M,2,0,0,1,1,0,1,0,1,0,1,Logisticians/Recraft/Man Prompt/Logisticians_Recraft_Gender_M_imgNo_2.jpg
Logisticians,Recraft,M,3,1,0,0,1,0,0,0,1,0,1,Logisticians/Recraft/Man Prompt/Logisticians_Recraft_Gender_M_imgNo_3.jpg
Logisticians,Recraft,M,4,0,0,0,1,0,0,0,1,0,1,Logisticians/Recraft/Man Prompt/Logisticians_Recraft_Gender_M_imgNo_4.jpg
Logisticians,Recraft,W,1,1,0,1,1,0,0,0,1,0,0,Logisticians/Recraft/Woman Prompt/Logisticians_Recraft_Gender_W_imgNo_1.jpg
Logisticians,Recraft,W,2,1,0,0,1,0,0,0,1,0,0,Logisticians/Recraft/Woman Prompt/Logisticians_Recraft_Gender_W_imgNo_2.jpg
Logisticians,Recraft,W,3,1,0,1,1,0,0,0,1,0,0,Logisticians/Recraft/Woman Prompt/Logisticians_Recraft_Gender_W_imgNo_3.jpg
Logisticians,Recraft,W,4,1,0,0,1,0,0,0,1,0,0,Logisticians/Recraft/Woman Prompt/Logisticians_Recraft_Gender_W_imgNo_4.jpg
Market research analysts and specialists,ImageFX,M,1,0,0,0,0,0,0,0,0,0,1,Market research analysts and specialists/ImageFX/Man Prompt/Market research analysts and specialists_ImageFX_Gender_M_imgNo_1.jpg
Market research analysts and specialists,ImageFX,M,2,0,0,0,0,0,0,0,1,0,1,Market research analysts and specialists/ImageFX/Man Prompt/Market research analysts and specialists_ImageFX_Gender_M_imgNo_2.jpg
Market research analysts and specialists,ImageFX,M,3,0,0,1,0,0,0,0,1,0,1,Market research analysts and specialists/ImageFX/Man Prompt/Market research analysts and specialists_ImageFX_Gender_M_imgNo_3.jpg
Market research analysts and specialists,ImageFX,M,4,0,0,0,0,0,0,0,0,0,1,Market research analysts and specialists/ImageFX/Man Prompt/Market research analysts and specialists_ImageFX_Gender_M_imgNo_4.jpg
Market research analysts and specialists,ImageFX,W,1,0,0,1,0,0,1,0,1,0,0,Market research analysts and specialists/ImageFX/Woman Prompt/Market research analysts and specialists_ImageFX_Gender_W_imgNo_1.jpg
Market research analysts and specialists,ImageFX,W,2,1,0,1,0,0,1,0,1,0,1,Market research analysts and specialists/ImageFX/Woman Prompt/Market research analysts and specialists_ImageFX_Gender_W_imgNo_2.jpg
Market research analysts and specialists,ImageFX,W,3,0,0,1,0,0,1,0,1,0,1,Market research analysts and specialists/ImageFX/Woman Prompt/Market research analysts and specialists_ImageFX_Gender_W_imgNo_3.jpg
Market research analysts and specialists,ImageFX,W,4,0,0,1,0,0,1,0,1,0,0,Market research analysts and specialists/ImageFX/Woman Prompt/Market research analysts and specialists_ImageFX_Gender_W_imgNo_4.jpg
Market research analysts and specialists,Leonardo,M,1,0,0,1,1,0,0,0,0,0,0,Market research analysts and specialists/Leonardo/Man Prompt/Market research analysts and specialists_Leonardo_Gender_M_imgNo_1.jpg
Market research analysts and specialists,Leonardo,M,2,0,0,1,1,0,0,0,0,0,0,Market research analysts and specialists/Leonardo/Man Prompt/Market research analysts and specialists_Leonardo_Gender_M_imgNo_2.jpg
Market research analysts and specialists,Leonardo,M,3,0,0,1,1,0,0,0,0,0,0,Market research analysts and specialists/Leonardo/Man Prompt/Market research analysts and specialists_Leonardo_Gender_M_imgNo_3.jpg
Market research analysts and specialists,Leonardo,M,4,0,0,0,1,0,0,0,0,0,0,Market research analysts and specialists/Leonardo/Man Prompt/Market research analysts and specialists_Leonardo_Gender_M_imgNo_4.jpg
Market research analysts and specialists,Leonardo,W,1,0,0,1,1,0,0,0,0,0,1,Market research analysts and specialists/Leonardo/Woman Prompt/Market research analysts and specialists_Leonardo_Gender_W_imgNo_1.jpg
Market research analysts and specialists,Leonardo,W,2,0,0,1,1,0,0,1,1,0,1,Market research analysts and specialists/Leonardo/Woman Prompt/Market research analysts and specialists_Leonardo_Gender_W_imgNo_2.jpg
Market research analysts and specialists,Leonardo,W,3,0,0,1,1,0,0,1,0,0,1,Market research analysts and specialists/Leonardo/Woman Prompt/Market research analysts and specialists_Leonardo_Gender_W_imgNo_3.jpg
Market research analysts and specialists,Leonardo,W,4,0,0,1,1,0,0,0,1,0,1,Market research analysts and specialists/Leonardo/Woman Prompt/Market research analysts and specialists_Leonardo_Gender_W_imgNo_4.jpg
Market research analysts and specialists,Luma,M,1,1,0,0,1,99,99,1,99,0,0,Market research analysts and specialists/Luma/Man Prompt/Market research analysts and specialists_Luma_Gender_M_imgNo_1.jpeg
Market research analysts and specialists,Luma,M,2,0,0,0,1,0,1,1,0,0,0,Market research analysts and specialists/Luma/Man Prompt/Market research analysts and specialists_Luma_Gender_M_imgNo_2.jpeg
Market research analysts and specialists,Luma,M,3,1,99,99,1,0,0,1,1,0,0,Market research analysts and specialists/Luma/Man Prompt/Market research analysts and specialists_Luma_Gender_M_imgNo_3.jpeg
Market research analysts and specialists,Luma,M,4,99,99,99,99,99,99,99,99,99,99,Market research analysts and specialists/Luma/Man Prompt/Market research analysts and specialists_Luma_Gender_M_imgNo_4.jpeg
Market research analysts and specialists,Luma,W,1,99,99,99,99,99,99,99,99,99,99,Market research analysts and specialists/Luma/Woman Prompt/Market research analysts and specialists_Luma_Gender_W_imgNo_1.jpeg
Market research analysts and specialists,Luma,W,2,99,99,99,99,99,99,99,99,99,99,Market research analysts and specialists/Luma/Woman Prompt/Market research analysts and specialists_Luma_Gender_W_imgNo_2.jpeg
Market research analysts and specialists,Luma,W,3,99,99,99,99,99,99,99,99,99,99,Market research analysts and specialists/Luma/Woman Prompt/Market research analysts and specialists_Luma_Gender_W_imgNo_3.jpeg
Market research analysts and specialists,Luma,W,4,99,99,99,99,99,99,99,99,99,99,Market research analysts and specialists/Luma/Woman Prompt/Market research analysts and specialists_Luma_Gender_W_imgNo_4.jpeg
Market research analysts and specialists,Meta,M,1,0,0,0,1,0,1,0,1,0,0,Market research analysts and specialists/MetaAI/Man Prompt/Market research analysts and specialists_MetaAI_Gender_M_imgNo_1.jpeg
Market research analysts and specialists,Meta,M,2,0,0,0,1,0,1,0,1,0,0,Market research analysts and specialists/MetaAI/Man Prompt/Market research analysts and specialists_MetaAI_Gender_M_imgNo_2.jpeg
Market research analysts and specialists,Meta,M,3,0,0,0,1,0,1,0,0,0,0,Market research analysts and specialists/MetaAI/Man Prompt/Market research analysts and specialists_MetaAI_Gender_M_imgNo_3.jpeg
Market research analysts and specialists,Meta,M,4,0,0,0,1,0,0,0,1,0,1,Market research analysts and specialists/MetaAI/Man Prompt/Market research analysts and specialists_MetaAI_Gender_M_imgNo_4.jpeg
Market research analysts and specialists,Meta,W,1,0,0,0,0,0,1,0,1,0,0,Market research analysts and specialists/MetaAI/Woman Prompt/Market research analysts and specialists_MetaAI_Gender_W_imgNo_1.jpeg
Market research analysts and specialists,Meta,W,2,0,0,0,0,0,1,0,1,0,0,Market research analysts and specialists/MetaAI/Woman Prompt/Market research analysts and specialists_MetaAI_Gender_W_imgNo_2.jpeg
Market research analysts and specialists,Meta,W,3,0,0,0,0,0,0,0,1,0,1,Market research analysts and specialists/MetaAI/Woman Prompt/Market research analysts and specialists_MetaAI_Gender_W_imgNo_3.jpeg
Market research analysts and specialists,Meta,W,4,0,0,0,0,0,0,0,1,0,1,Market research analysts and specialists/MetaAI/Woman Prompt/Market research analysts and specialists_MetaAI_Gender_W_imgNo_4.jpeg
Market research analysts and specialists,Recraft,M,1,0,0,1,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Man Prompt/Market research analysts and specialists_Recraft_Gender_M_imgNo_1.jpg
Market research analysts and specialists,Recraft,M,2,0,0,0,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Man Prompt/Market research analysts and specialists_Recraft_Gender_M_imgNo_2.jpg
Market research analysts and specialists,Recraft,M,3,0,0,1,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Man Prompt/Market research analysts and specialists_Recraft_Gender_M_imgNo_3.jpg
Market research analysts and specialists,Recraft,M,4,0,0,1,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Man Prompt/Market research analysts and specialists_Recraft_Gender_M_imgNo_4.jpg
Market research analysts and specialists,Recraft,W,1,0,0,1,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Woman Prompt/Market research analysts and specialists_Recraft_Gender_W_imgNo_1.jpg
Market research analysts and specialists,Recraft,W,2,0,0,0,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Woman Prompt/Market research analysts and specialists_Recraft_Gender_W_imgNo_2.jpg
Market research analysts and specialists,Recraft,W,3,0,0,0,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Woman Prompt/Market research analysts and specialists_Recraft_Gender_W_imgNo_3.jpg
Market research analysts and specialists,Recraft,W,4,0,0,0,1,0,0,0,1,0,1,Market research analysts and specialists/Recraft/Woman Prompt/Market research analysts and specialists_Recraft_Gender_W_imgNo_4.jpg
Marketing manager,ImageFX,M,1,0,0,0,1,0,0,0,1,0,0,Marketing manager/ImageFX/Man Prompt/Marketing manager_ImageFX_Gender_M_imgNo_1.jpg
Marketing manager,ImageFX,M,2,0,0,1,1,0,0,0,1,0,1,Marketing manager/ImageFX/Man Prompt/Marketing manager_ImageFX_Gender_M_imgNo_2.jpg
Marketing manager,ImageFX,M,3,1,0,1,1,0,1,0,0,0,0,Marketing manager/ImageFX/Man Prompt/Marketing manager_ImageFX_Gender_M_imgNo_3.jpg
Marketing manager,ImageFX,M,4,1,0,1,1,0,0,0,1,0,0,Marketing manager/ImageFX/Man Prompt/Marketing manager_ImageFX_Gender_M_imgNo_4.jpg
Marketing manager,ImageFX,W,1,1,0,1,1,0,0,0,1,0,1,Marketing manager/ImageFX/Woman Prompt/Marketing manager_ImageFX_Gender_W_imgNo_1.jpg
Marketing manager,ImageFX,W,2,0,0,1,1,1,1,0,1,0,0,Marketing manager/ImageFX/Woman Prompt/Marketing manager_ImageFX_Gender_W_imgNo_2.jpg
Marketing manager,ImageFX,W,3,1,0,1,1,1,1,0,0,0,0,Marketing manager/ImageFX/Woman Prompt/Marketing manager_ImageFX_Gender_W_imgNo_3.jpg
Marketing manager,ImageFX,W,4,0,0,1,1,1,0,0,0,0,0,Marketing manager/ImageFX/Woman Prompt/Marketing manager_ImageFX_Gender_W_imgNo_4.jpg
Marketing manager,Leonardo,M,1,0,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Man Prompt/Marketing manager_Leonardo_Gender_M_imgNo_1.jpeg
Marketing manager,Leonardo,M,2,0,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Man Prompt/Marketing manager_Leonardo_Gender_M_imgNo_2.jpeg
Marketing manager,Leonardo,M,3,0,0,1,1,0,0,0,1,0,1,Marketing manager/Leonardo/Man Prompt/Marketing manager_Leonardo_Gender_M_imgNo_3.jpeg
Marketing manager,Leonardo,M,4,0,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Man Prompt/Marketing manager_Leonardo_Gender_M_imgNo_4.jpeg
Marketing manager,Leonardo,W,1,1,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Woman Prompt/Marketing manager_Leonardo_Gender_W_imgNo_1.jpeg
Marketing manager,Leonardo,W,2,1,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Woman Prompt/Marketing manager_Leonardo_Gender_W_imgNo_2.jpeg
Marketing manager,Leonardo,W,3,1,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Woman Prompt/Marketing manager_Leonardo_Gender_W_imgNo_3.jpeg
Marketing manager,Leonardo,W,4,1,0,1,1,0,0,0,1,0,0,Marketing manager/Leonardo/Woman Prompt/Marketing manager_Leonardo_Gender_W_imgNo_4.jpeg
Marketing manager,Luma,M,1,0,0,0,1,99,99,0,99,0,1,Marketing manager/Luma/Man Prompt/Marketing manager_Luma_Gender_M_imgNo_1.jpeg
Marketing manager,Luma,M,2,1,1,0,0,0,1,1,1,0,1,Marketing manager/Luma/Man Prompt/Marketing manager_Luma_Gender_M_imgNo_2.jpeg
Marketing manager,Luma,M,3,1,99,99,1,99,99,1,99,0,0,Marketing manager/Luma/Man Prompt/Marketing manager_Luma_Gender_M_imgNo_3.jpeg
Marketing manager,Luma,M,4,0,0,1,1,0,0,1,0,0,1,Marketing manager/Luma/Man Prompt/Marketing manager_Luma_Gender_M_imgNo_4.jpeg
Marketing manager,Luma,W,1,0,0,1,1,0,0,0,1,0,0,Marketing manager/Luma/Woman Prompt/Marketing manager_Luma_Gender_W_imgNo_1.jpeg
Marketing manager,Luma,W,2,1,0,1,1,0,0,1,1,0,0,Marketing manager/Luma/Woman Prompt/Marketing manager_Luma_Gender_W_imgNo_2.jpeg
Marketing manager,Luma,W,3,0,1,1,0,0,1,0,0,0,1,Marketing manager/Luma/Woman Prompt/Marketing manager_Luma_Gender_W_imgNo_3.jpeg
Marketing manager,Luma,W,4,1,1,0,1,0,0,1,1,0,1,Marketing manager/Luma/Woman Prompt/Marketing manager_Luma_Gender_W_imgNo_4.jpeg
Marketing manager,Meta,M,1,1,0,1,1,0,1,0,0,0,0,Marketing manager/MetaAI/Man Prompt/Marketing manager_MetaAI_Gender_M_imgNo_1.jpeg
Marketing manager,Meta,M,2,0,0,0,1,0,1,0,0,0,1,Marketing manager/MetaAI/Man Prompt/Marketing manager_MetaAI_Gender_M_imgNo_2.jpeg
Marketing manager,Meta,M,3,0,0,0,1,0,0,1,0,0,1,Marketing manager/MetaAI/Man Prompt/Marketing manager_MetaAI_Gender_M_imgNo_3.jpeg
Marketing manager,Meta,M,4,0,0,1,1,0,0,1,0,0,1,Marketing manager/MetaAI/Man Prompt/Marketing manager_MetaAI_Gender_M_imgNo_4.jpeg
Marketing manager,Meta,W,1,0,0,0,1,0,1,0,1,0,0,Marketing manager/MetaAI/Woman Prompt/Marketing manager_MetaAI_Gender_W_imgNo_1.jpeg
Marketing manager,Meta,W,2,0,0,1,1,0,1,0,1,0,0,Marketing manager/MetaAI/Woman Prompt/Marketing manager_MetaAI_Gender_W_imgNo_2.jpeg
